address,prices,Rooms,Square_in_m^2,floor,Type,Year,District
 микрорайон Мамыр-1 26,35 685 000 〒,1, 54.9,,[],['2020 г.п.'],['Ауэзовский р-н']
 Гагарина 277/7,55 845 000 〒,2, 73,,[],['2021 г.п.'],['Бостандыкский р-н']
" мкр Аскартау, Ремизовка",134 745 000 〒,4, 172.75,,[],['2021 г.п.'],['Бостандыкский р-н']
" мкр Коктобе, Сагадат Нурмагамбетова 138/2",187 750 000 〒,5, 171.14,,[],['2023 г.п.'],['Медеуский р-н']
 мкр Самал-2 — Мендикулова Аль Фараби,57 500 000 〒,3, 64.8, 1/9,['монолитный дом'],['1992 г.п.'],['Медеуский р-н']
 Брусиловского,55 000 000 〒,3, 95, 3/20,['монолитный дом'],['2011 г.п.'],['Алмалинский р-н']
 Мустафина 83,25 500 000 〒,2, 34, 2/6,['монолитный дом'],['2016 г.п.'],['Бостандыкский р-н']
 Ташкентская — Полежаева,23 000 000 〒,2, 40, 2/2,['кирпичный дом'],['1959 г.п.'],[]
 мкр Жас Канат 1/70,21 000 000 〒,1, 39.6, 5/5,['монолитный дом'],['2017 г.п.'],['Турксибский р-н']
 Ауэзова,28 400 000 〒,1, 38.2, 10/12,['монолитный дом'],['2023 г.п.'],['Алмалинский р-н']
" мкр Коктем-1, Мкр Коктем-2 11",36 000 000 〒,2, 45, 4/4,['панельный дом'],['1972 г.п.'],['Бостандыкский р-н']
 Нахимова 51,33 990 000 〒,1, 36, 10/12,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 мкр Жетысу-1 — Момышулы,59 900 000 〒,4, 94, 5/9,['панельный дом'],['1990 г.п.'],['Ауэзовский р-н']
 Жарокова 370,80 850 000 〒,3, 105,,[],['2023 г.п.'],['Бостандыкский р-н']
" мкр Мадениет, мкр. Мадениет",10 478 000 〒,1, 33.8,,[],['2023 г.п.'],['Алатауский р-н']
" мкр Шугыла, Жунисова — Жунисова",35 700 000 〒,2, 58.9, 3/10,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 Кенесары хана 54,30 841 000 〒,1, 56.3,,[],['2013 г.п.'],['Наурызбайский р-н']
 Аскарова — Саина,98 637 000 〒,4, 140.91,,[],['2023 г.п.'],['Ауэзовский р-н']
 мкр. Астана 1/18,35 035 255 〒,1, 53.5,,[],['2021 г.п.'],['Ауэзовский р-н']
 Жарокова 218,77 693 000 〒,3, 100.9,,[],['2023 г.п.'],['Бостандыкский р-н']
 микрорайон Мамыр-1 26/1,52 794 000 〒,2, 83.8,,[],['2022 г.п.'],['Ауэзовский р-н']
" мкр Аскартау, Ремизовка",146 172 000 〒,4, 187.4,,[],['2021 г.п.'],['Бостандыкский р-н']
" мкр Коктобе, Сагадат Нурмагамбетова 138/2",293 000 000 〒,7, 259.2,,[],['2023 г.п.'],['Медеуский р-н']
" мкр Акбулак, 1-я улица 57",26 000 000 〒,1, 40, 12/14,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 мкр Кулагер 11 — Серикова,55 000 000 〒,4, 85, 3/5,['панельный дом'],['1986 г.п.'],['Жетысуский р-н']
 Брусиловского 148,57 000 000 〒,3, 88, 5/20,['монолитный дом'],['2007 г.п.'],['Алмалинский р-н']
 Жунисова 4/8,23 500 000 〒,1, 39, 6/10,['монолитный дом'],['2019 г.п.'],['Наурызбайский р-н']
 Омаровой 31,95 000 000 〒,3, 130, 5/9,['монолитный дом'],['2018 г.п.'],['Медеуский р-н']
 Райымбека 351/1,25 125 510 〒,2, 64.59,,[],['2024 г.п.'],['Алатауский р-н']
 Жамакаева 254,74 800 000 〒,1, 93.5,,['Клубный дом'],['2023 г.п.'],['Медеуский р-н']
" Момышулы, севернее ул. Монке би",27 835 200 〒,2, 77.32,,['пятиэтажных дом'],['2023 г.п.'],['Алатауский р-н']
 Есенова 160/3,32 406 500 〒,2, 68.95,,[],['2022 г.п.'],['Жетысуский р-н']
 Жарокова 370,80 850 000 〒,3, 105,,[],['2023 г.п.'],['Бостандыкский р-н']
 Толе би 285/8к2 — Отеген батыра,40 250 000 〒,2, 54, 10/10,['монолитный дом'],['2021 г.п.'],['Ауэзовский р-н']
 мкр №8 — Шаляпина-Алтынсарина,33 000 000 〒,3, 58.6, 3/4,['панельный дом'],['1966 г.п.'],['Ауэзовский р-н']
" мкр Мадениет, мкр. Мадениет",11 532 000 〒,1, 37.2,,[],['2023 г.п.'],['Алатауский р-н']
 квартал 272 70,14 539 000 〒,1, 41.54,,[],['2024 г.п.'],['Наурызбайский р-н']
 Кенесары хана 54,35 212 000 〒,2, 64,,[],['2013 г.п.'],['Наурызбайский р-н']
" мкр Теректы, Айналмалы 183",19 180 000 〒,2, 54.8,,[],['2023 г.п.'],['Алатауский р-н']
 Райымбека 259,17 028 000 〒,1, 39.6,,[],['2022 г.п.'],['Жетысуский р-н']
" мкр Думан-2, мкрн Думан-2",35 090 000 〒,2, 63.8,,[],['2022 г.п.'],['Медеуский р-н']
 Аскарова — Саина,116 251 200 〒,5, 168.48,,[],['2023 г.п.'],['Ауэзовский р-н']
 Ауэзова 2А,17 806 000 〒,1, 30.7,,[],['2023 г.п.'],['Алмалинский р-н']
 мкр. Астана 1/18,35 889 480 〒,1, 63.59,,[],['2021 г.п.'],['Ауэзовский р-н']
 Жарокова 218,79 091 400 〒,3, 115.8,,[],['2023 г.п.'],['Бостандыкский р-н']
 Нахимова 51,53 317 200 〒,3, 67.92,,[],['2023 г.п.'],['Бостандыкский р-н']
" мкр Аскартау, Ремизовка",149 100 000 〒,5, 210.03,,[],['2021 г.п.'],['Бостандыкский р-н']
" мкр Аккент, мкр. Аккент",29 846 700 〒,3, 76.53,,[],['2023 г.п.'],['Алатауский р-н']
" мкр Коктобе, Сагадат Нурмагамбетова 138/2",310 000 000 〒,7, 266.9,,[],['2023 г.п.'],['Медеуский р-н']
 Шашкина,45 000 000 〒,1, 37, 4/5,['кирпичный дом'],['1985 г.п.'],['Медеуский р-н']
" мкр Аккент, Мкр. Аккент 10",41 000 000 〒,3, 83, 1/9,['монолитный дом'],['2010 г.п.'],['Алатауский р-н']
" мкр Кайрат, Туркестан 115",19 893 900 〒,2, 51.01,,[],['2024 г.п.'],['Турксибский р-н']
" мкр Таусамалы, Жандосова 70а",24 672 000 〒,1, 51.4,,[],['2023 г.п.'],['Наурызбайский р-н']
 Райымбека — Суюнбая,66 687 500 〒,3, 106.7,,[],['2024 г.п.'],[]
 Бостандыкский р-н,43 056 000 〒,2, 59.8,,[],['2023 г.п.'],['Бостандыкский р-н']
 Толе Би — Сагадат Нурмагамбетов,116 586 750 〒,4, 122.9,,[],['2024 г.п.'],['Медеуский р-н']
 Гагарина 310,49 169 200 〒,2, 59.24,,[],['2023 г.п.'],['Бостандыкский р-н']
 Аль-Фараби 144,73 152 000 〒,2, 76.2,,['новый дом'],['2017 г.п.'],['Бостандыкский р-н']
 Халиуллина 196/1,24 500 000 〒,1, 49,,[],['2021 г.п.'],['Медеуский р-н']
 Жандосова 94А,55 428 800 〒,3, 78.4,,[],['2023 г.п.'],['Бостандыкский р-н']
 Карасай батыра 119/95,78 264 500 〒,3, 99.7,,[],['2021 г.п.'],['Алмалинский р-н']
 Жарокова 370,88 550 000 〒,3, 115,,[],['2023 г.п.'],['Бостандыкский р-н']
 Сатпаева 2 — Сатпаева-Достык,29 900 000 〒,1, 31, 2/4,['кирпичный дом'],['1962 г.п.'],['Медеуский р-н']
 Сабденова 139 — ул. Коктерек,20 700 000 〒,1, 38.96, 7/12,['монолитный дом'],['2023 г.п.'],['Наурызбайский р-н']
 Гажайып 5/1 — Момышулы,21 500 000 〒,1, 42, 2/12,[],['2023 г.п.'],['Алатауский р-н']
 Жарокова — Дом находиться около дороги,33 000 000 〒,2, 49.6, 3/4,['кирпичный дом'],['1971 г.п.'],['Бостандыкский р-н']
 мкр Аксай-3А 88,27 000 000 〒,1, 39, 10/10,['монолитный дом'],['2008 г.п.'],['Ауэзовский р-н']
 мкр №1 21,35 000 000 〒,3, 60, 2/4,['панельный дом'],['1965 г.п.'],['Ауэзовский р-н']
 Райымбека 351/1,25 752 100 〒,2, 62.81,,[],['2024 г.п.'],['Алатауский р-н']
 Кенесары хана 54,35 900 000 〒,2, 67.1,,[],['2013 г.п.'],['Наурызбайский р-н']
 Аскарова — Саина,44 950 100 〒,2, 63.31,,[],['2023 г.п.'],['Ауэзовский р-н']
 мкр. Астана 1/18,43 596 000 〒,2, 69.4,,[],['2021 г.п.'],['Ауэзовский р-н']
 по ул.Саина севернее ул. Мөңке би,28 186 000 〒,3, 82.9,,['пятиэтажных дом'],['2023 г.п.'],['Алатауский р-н']
 Жамакаева 254,94 860 000 〒,1, 94.86,,['Клубный дом'],['2023 г.п.'],['Медеуский р-н']
 Жарокова 218,80 388 000 〒,3, 104.4,,[],['2023 г.п.'],['Бостандыкский р-н']
 Есенова 160/3,32 989 300 〒,2, 70.19,,[],['2022 г.п.'],['Жетысуский р-н']
" мкр Аскартау, Ремизовка 1а",41 012 400 〒,1, 52.58,,[],['2022 г.п.'],['Бостандыкский р-н']
" мкр Коктобе, Сагадат Нурмагамбетова 138/2",49 400 000 〒,1, 45.24,,[],['2023 г.п.'],['Медеуский р-н']
 Сейфуллина 16а,34 000 000 〒,3, 82, 5/5,['монолитный дом'],['2015 г.п.'],['Турксибский р-н']
 Жарокова 370,93 940 000 〒,4, 122,,[],['2023 г.п.'],['Бостандыкский р-н']
 мкр Жас Канат 1/79,23 500 000 〒,1, 40, 5/5,['монолитный дом'],['2017 г.п.'],['Турксибский р-н']
" мкр Шугыла, Райымбека 590/6",23 000 000 〒,1, 34, 3/9,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 мкр Аксай-3Б 38 — Напротив Carcity,30 000 000 〒,1, 44, 5/9,['кирпичный дом'],['1994 г.п.'],['Ауэзовский р-н']
 Торекулова 1,47 000 000 〒,2, 70, 6/12,['монолитный дом'],['2023 г.п.'],['Алмалинский р-н']
" мкр Шугыла, Райымбека 590/9 — Жуалы",20 000 000 〒,1, 35, 5/9,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Кенесары хана 54,43 584 000 〒,3, 84.8,,[],['2013 г.п.'],['Наурызбайский р-н']
 Аскарова — Саина,45 099 200 〒,2, 63.52,,[],['2023 г.п.'],['Ауэзовский р-н']
 мкр Шугыла 341/3 — проспект Алатау,25 000 000 〒,1, 39, 9/9,['монолитный дом'],['2018 г.п.'],['Наурызбайский р-н']
 Жарокова 218,82 810 000 〒,3, 118,,[],['2023 г.п.'],['Бостандыкский р-н']
" мкр Аскартау, Ремизовка 1а",76 197 200 〒,2, 107.32,,[],['2022 г.п.'],['Бостандыкский р-н']
" мкр Коктобе, Сагадат Нурмагамбетова 138/2",50 300 000 〒,1, 45.16,,[],['2023 г.п.'],['Медеуский р-н']
 Казыбек би 139/1 — Шагабутдинова,44 000 000 〒,2, 47, 10/13,['кирпичный дом'],['2016 г.п.'],['Алмалинский р-н']
" Сатпаева 90/36 — Сатпаева-Тлендиева, район АДК",49 900 000 〒,3, 58.4, 2/12,['монолитный дом'],['2017 г.п.'],['Бостандыкский р-н']
 мкр Нурлытау (Энергетик) 12а,83 000 000 〒,3, 88, 2/3,['монолитный дом'],['2019 г.п.'],['Бостандыкский р-н']
 мкр Думан-2,55 300 000 〒,4, 118, 5/5,['монолитный дом'],['2018 г.п.'],['Медеуский р-н']
 Жарокова 370,35 422 000 〒,1, 39.8,,[],['2023 г.п.'],['Бостандыкский р-н']
 Ырысты 46/13,25 000 000 〒,2, 58, 1/6,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
 Навои 68/2 — Жандосова,72 800 000 〒,3, 91, 8,['кирпичный дом'],['2022 г.п.'],['Ауэзовский р-н']
" мкр Аккент, Мкр. Аккент — Пр.Раимбека -Яссауи",26 900 000 〒,1, 45.4, 5/9,['монолитный дом'],['2012 г.п.'],['Алатауский р-н']
 мкр Шугыла 342/5,22 600 000 〒,1, 39, 9/9,['монолитный дом'],['2019 г.п.'],['Наурызбайский р-н']
" мкр Кайрат, Туркестан 115",22 089 600 〒,2, 56.64,,[],['2024 г.п.'],['Турксибский р-н']
 Райымбека — Суюнбая,26 641 947 〒,1, 36.8,,[],['2024 г.п.'],[]
 Розыбакиева 158,57 664 000 〒,3, 84.8,,[],['2023 г.п.'],['Бостандыкский р-н']
" мкр Таусамалы, Жандосова 70а",26 064 000 〒,2, 54.3,,[],['2023 г.п.'],['Наурызбайский р-н']
 Толе Би — Сагадат Нурмагамбетов,47 454 971 〒,2, 50.1,,[],['2024 г.п.'],['Медеуский р-н']
 Гагарина 310,49 799 400 〒,2, 70.14,,[],['2023 г.п.'],['Бостандыкский р-н']
 Жандосова 94А,57 169 004 〒,3, 81.4,,[],['2023 г.п.'],['Бостандыкский р-н']
 Аль-Фараби 144,79 728 000 〒,2, 75.5,,['новый дом'],['2017 г.п.'],['Бостандыкский р-н']
 Карасай батыра 119/95,81 090 500 〒,3, 103.3,,[],['2021 г.п.'],['Алмалинский р-н']
 Райымбека 351/1,26 296 380 〒,3, 62.91,,[],['2024 г.п.'],['Алатауский р-н']
 Жамакаева 254,102 960 000 〒,2, 102.96,,['Клубный дом'],['2023 г.п.'],['Медеуский р-н']
" Момышулы, севернее ул. Монке би",28 422 000 〒,2, 63.16,,['пятиэтажных дом'],['2023 г.п.'],['Алатауский р-н']
